ProductKey,BK_product_id,ProductName,MainCategory,SubCategory,UnitPrice,CreationDateKey,IsDiscontinued,RowCycleId,RowUpdateCycleId,InsertDate,UpdateDate
27,27,New LavenderBlush,Health & Beauty,Skincare,"174,24",20240509,0,1,NULL,2025-08-27 16:36:00,NULL
28,28,Hit LavenderBlush,Clothing,Dresses,"182,44",20240628,0,1,NULL,2025-08-27 16:36:00,NULL
29,29,Coach PowderBlue,Sports Equipment,Water Sports,"133,74",20240917,0,1,NULL,2025-08-27 16:36:00,NULL
30,30,Behind LimeGreen,Health & Beauty,Supplements,"116,46",20240130,0,1,NULL,2025-08-27 16:36:00,NULL
31,31,Finally OrangeRed,Home Goods,Decor,"84,90",20231112,0,1,NULL,2025-08-27 16:36:00,NULL
32,32,Land Gray,Electronics,Smartphones,"375,07",20231127,0,1,NULL,2025-08-27 16:36:00,NULL
33,33,Generation Brown,Electronics,Tablets,"323,64",20250515,0,1,NULL,2025-08-27 16:36:00,NULL
34,34,Resource LightSlateGray,Sports Equipment,Water Sports,"78,52",20240627,0,1,NULL,2025-08-27 16:36:00,NULL
35,35,Full Turquoise,Books,Fiction,"151,87",20240330,0,1,NULL,2025-08-27 16:36:00,NULL
36,36,President DeepSkyBlue,Health & Beauty,Skincare,"230,70",20230928,0,1,NULL,2025-08-27 16:36:00,NULL
37,37,Region DarkMagenta,Toys & Games,Board Games,"345,53",20231106,0,1,NULL,2025-08-27 16:36:00,NULL
38,38,Likely AliceBlue,Home Goods,Kitchenware,"40,38",20230920,0,1,NULL,2025-08-27 16:36:00,NULL
39,39,Moment Thistle,Home Goods,Decor,"402,95",20230905,0,1,NULL,2025-08-27 16:36:00,NULL
40,40,Ten OldLace,Home Goods,Furniture,"278,04",20250212,0,1,NULL,2025-08-27 16:36:00,NULL
41,41,Stage DeepPink,Clothing,Jackets,"278,97",20240715,0,1,NULL,2025-08-27 16:36:00,NULL
42,42,Would DarkMagenta,Books,Children's,"57,11",20240828,0,1,NULL,2025-08-27 16:36:00,NULL
43,43,Less Indigo,Clothing,Dresses,"80,84",20231215,0,1,NULL,2025-08-27 16:36:00,NULL
44,44,Study PeachPuff,Clothing,T-Shirts,"74,84",20250309,0,1,NULL,2025-08-27 16:36:00,NULL
45,45,Well Chartreuse,Books,Children's,"418,58",20240516,0,1,NULL,2025-08-27 16:36:00,NULL
46,46,War DarkCyan,Health & Beauty,Skincare,"221,32",20240422,0,1,NULL,2025-08-27 16:36:00,NULL
47,47,Try YellowGreen,Health & Beauty,Makeup,"410,33",20240205,0,1,NULL,2025-08-27 16:36:00,NULL
48,48,Book Plum,Home Goods,Furniture,"151,66",20250417,0,1,NULL,2025-08-27 16:36:00,NULL
49,49,Part DarkCyan,Electronics,Smartphones,"32,68",20240501,0,1,NULL,2025-08-27 16:36:00,NULL
50,50,Event BlanchedAlmond,Home Goods,Bedding,"86,08",20250106,1,1,NULL,2025-08-27 16:36:00,NULL
51,51,Traditional LightGoldenRodYellow,Electronics,Headphones,"356,24",20240322,0,1,NULL,2025-08-27 16:36:00,NULL
52,52,Record NavajoWhite,Clothing,Shoes,"430,66",20231001,0,1,NULL,2025-08-27 16:36:00,NULL
53,53,Suddenly Wheat,Home Goods,Bedding,"196,00",20240712,0,1,NULL,2025-08-27 16:36:00,NULL
54,54,Without Cyan,Toys & Games,Puzzles,"171,43",20241206,1,1,NULL,2025-08-27 16:36:00,NULL
55,55,Voice MediumTurquoise,Sports Equipment,Outdoor,"170,60",20231103,0,1,NULL,2025-08-27 16:36:00,NULL
56,56,Indeed Thistle,Health & Beauty,Supplements,"158,58",20250319,0,1,NULL,2025-08-27 16:36:00,NULL
57,57,Water MediumAquaMarine,Clothing,Dresses,"329,20",20241108,0,1,NULL,2025-08-27 16:36:00,NULL
58,58,Major Cornsilk,Home Goods,Decor,"478,60",20231028,0,1,NULL,2025-08-27 16:36:00,NULL
59,59,Center FloralWhite,Electronics,Cameras,"273,19",20250514,0,1,NULL,2025-08-27 16:36:00,NULL
60,60,Movement LightSkyBlue,Toys & Games,Dolls,"478,11",20241117,0,1,NULL,2025-08-27 16:36:00,NULL
61,61,Coach Thistle,Clothing,Jeans,"325,65",20240717,0,1,NULL,2025-08-27 16:36:00,NULL
62,62,Reach Chocolate,Electronics,Laptops,"134,63",20231204,0,1,NULL,2025-08-27 16:36:00,NULL
63,63,Peace ForestGreen,Home Goods,Furniture,"455,70",20241119,0,1,NULL,2025-08-27 16:36:00,NULL
64,64,Everybody Black,Sports Equipment,Water Sports,"285,51",20241125,0,1,NULL,2025-08-27 16:36:00,NULL
65,65,Project LemonChiffon,Books,Children's,"499,34",20240111,0,1,NULL,2025-08-27 16:36:00,NULL
66,66,Argue MediumVioletRed,Clothing,T-Shirts,"62,09",20240716,0,1,NULL,2025-08-27 16:36:00,NULL
67,67,Large MediumSpringGreen,Books,Fiction,"295,21",20231022,0,1,NULL,2025-08-27 16:36:00,NULL
68,68,Tree MediumBlue,Home Goods,Kitchenware,"267,33",20250314,0,1,NULL,2025-08-27 16:36:00,NULL
69,69,Guess OliveDrab,Books,Children's,"358,33",20231026,0,1,NULL,2025-08-27 16:36:00,NULL
70,70,Town LightPink,Toys & Games,Action Figures,"145,39",20240603,1,1,NULL,2025-08-27 16:36:00,NULL
71,71,According SpringGreen,Books,Academic,"350,21",20230915,0,1,NULL,2025-08-27 16:36:00,NULL
72,72,Around LightCyan,Electronics,Laptops,"301,60",20250203,0,1,NULL,2025-08-27 16:36:00,NULL
73,73,Research MintCream,Health & Beauty,Haircare,"474,91",20250215,0,1,NULL,2025-08-27 16:36:00,NULL
74,74,Glass AntiqueWhite,Toys & Games,Action Figures,"166,49",20231229,0,1,NULL,2025-08-27 16:36:00,NULL
75,75,Beautiful Azure,Health & Beauty,Makeup,"50,34",20240529,0,1,NULL,2025-08-27 16:36:00,NULL
76,76,Lot Maroon,Books,Fiction,"402,49",20240913,0,1,NULL,2025-08-27 16:36:00,NULL
77,77,Appear Gold,Toys & Games,Dolls,"305,02",20250102,0,1,NULL,2025-08-27 16:36:00,NULL
78,78,At DeepSkyBlue,Clothing,Dresses,"398,69",20230910,0,1,NULL,2025-08-27 16:36:00,NULL
79,79,Hair Beige,Electronics,Cameras,"84,03",20250226,0,1,NULL,2025-08-27 16:36:00,NULL
80,80,Task OldLace,Home Goods,Furniture,"306,77",20250429,0,1,NULL,2025-08-27 16:36:00,NULL
81,81,National BlueViolet,Sports Equipment,Outdoor,"127,74",20240317,0,1,NULL,2025-08-27 16:36:00,NULL
82,82,Garden Silver,Electronics,Cameras,"106,26",20240207,0,1,NULL,2025-08-27 16:36:00,NULL
83,83,Easy NavajoWhite,Home Goods,Decor,"396,09",20240217,0,1,NULL,2025-08-27 16:36:00,NULL
84,84,Send FloralWhite,Home Goods,Furniture,"327,49",20250502,0,1,NULL,2025-08-27 16:36:00,NULL
85,85,Seem DarkGray,Health & Beauty,Makeup,"248,34",20250222,0,1,NULL,2025-08-27 16:36:00,NULL
86,86,Budget ForestGreen,Electronics,Smartphones,"277,97",20231022,0,1,NULL,2025-08-27 16:36:00,NULL
87,87,Two PaleGoldenRod,Health & Beauty,Haircare,"481,65",20241006,0,1,NULL,2025-08-27 16:36:00,NULL
88,88,Specific Lavender,Books,Non-Fiction,"345,85",20240922,0,1,NULL,2025-08-27 16:36:00,NULL
89,89,Sport Indigo,Books,Non-Fiction,"307,56",20250401,0,1,NULL,2025-08-27 16:36:00,NULL
90,90,Amount LightPink,Clothing,Jeans,"352,90",20250121,0,1,NULL,2025-08-27 16:36:00,NULL
91,91,Morning LightCyan,Clothing,Dresses,"448,16",20240607,0,1,NULL,2025-08-27 16:36:00,NULL
92,92,Safe ForestGreen,Health & Beauty,Skincare,"304,36",20240115,0,1,NULL,2025-08-27 16:36:00,NULL
93,93,Industry DarkSlateBlue,Electronics,Cameras,"482,49",20241015,0,1,NULL,2025-08-27 16:36:00,NULL
94,94,Our LightSkyBlue,Books,Children's,"105,76",20241019,0,1,NULL,2025-08-27 16:36:00,NULL
95,95,Name MidnightBlue,Health & Beauty,Haircare,"490,60",20240621,0,1,NULL,2025-08-27 16:36:00,NULL
96,96,Third Orchid,Clothing,Jeans,"384,87",20231212,0,1,NULL,2025-08-27 16:36:00,NULL
97,97,Any AliceBlue,Clothing,Shoes,"464,23",20231024,1,1,NULL,2025-08-27 16:36:00,NULL
98,98,Model GhostWhite,Sports Equipment,Water Sports,"304,10",20240507,0,1,NULL,2025-08-27 16:36:00,NULL
99,99,Anything MistyRose,Home Goods,Decor,"93,86",20250314,0,1,NULL,2025-08-27 16:36:00,NULL
100,100,Else CadetBlue,Health & Beauty,Makeup,"19,40",20250317,0,1,NULL,2025-08-27 16:36:00,NULL
101,101,Term Turquoise,Clothing,Jeans,"90,45",20231127,0,1,NULL,2025-08-27 16:36:00,NULL
102,102,Long Teal,Sports Equipment,Fitness,"371,30",20250206,0,1,NULL,2025-08-27 16:36:00,NULL
103,103,Million DarkMagenta,Health & Beauty,Haircare,"127,80",20250413,0,1,NULL,2025-08-27 16:36:00,NULL
104,104,Best LightSalmon,Electronics,Tablets,"471,97",20250208,0,1,NULL,2025-08-27 16:36:00,NULL
105,105,Ball Maroon,Clothing,Jackets,"233,10",20241002,0,1,NULL,2025-08-27 16:36:00,NULL
106,106,Seven SlateBlue,Clothing,Jeans,"405,88",20250215,0,1,NULL,2025-08-27 16:36:00,NULL
107,107,Special Orange,Toys & Games,Board Games,"183,47",20231201,1,1,NULL,2025-08-27 16:36:00,NULL
108,108,Hit DarkOrange,Books,Fiction,"205,45",20250510,0,1,NULL,2025-08-27 16:36:00,NULL
109,109,Total PaleGoldenRod,Electronics,Laptops,"426,05",20250106,0,1,NULL,2025-08-27 16:36:00,NULL
110,110,Treatment PowderBlue,Electronics,Cameras,"51,89",20231114,0,1,NULL,2025-08-27 16:36:00,NULL
111,111,New MidnightBlue,Toys & Games,Puzzles,"462,31",20250306,0,1,NULL,2025-08-27 16:36:00,NULL
112,112,Help Purple,Electronics,Cameras,"309,77",20240313,0,1,NULL,2025-08-27 16:36:00,NULL
113,113,Would MediumSpringGreen,Sports Equipment,Water Sports,"428,11",20240114,0,1,NULL,2025-08-27 16:36:00,NULL
114,114,Sense Crimson,Clothing,Jackets,"191,62",20241204,0,1,NULL,2025-08-27 16:36:00,NULL
115,115,Draw CornflowerBlue,Sports Equipment,Water Sports,"329,89",20231126,0,1,NULL,2025-08-27 16:36:00,NULL
116,116,Impact MidnightBlue,Health & Beauty,Haircare,"365,65",20231112,0,1,NULL,2025-08-27 16:36:00,NULL
117,117,Hundred LightGreen,Sports Equipment,Fitness,"340,53",20240503,0,1,NULL,2025-08-27 16:36:00,NULL
118,118,Training OrangeRed,Health & Beauty,Haircare,"294,36",20240110,0,1,NULL,2025-08-27 16:36:00,NULL
119,119,Wide MediumOrchid,Books,Academic,"189,06",20240213,0,1,NULL,2025-08-27 16:36:00,NULL
120,120,Television Navy,Home Goods,Kitchenware,"336,07",20231106,0,1,NULL,2025-08-27 16:36:00,NULL
121,121,Attorney OldLace,Clothing,Dresses,"453,54",20240501,0,1,NULL,2025-08-27 16:36:00,NULL
122,122,A SeaGreen,Electronics,Laptops,"356,87",20240626,0,1,NULL,2025-08-27 16:36:00,NULL
123,123,Air SaddleBrown,Home Goods,Appliances,"230,23",20250401,0,1,NULL,2025-08-27 16:36:00,NULL
124,124,Fire DarkOrange,Clothing,Jeans,"357,75",20240216,0,1,NULL,2025-08-27 16:36:00,NULL
125,125,Indeed Thistle,Health & Beauty,Haircare,"470,93",20231023,0,1,NULL,2025-08-27 16:36:00,NULL
126,126,Parent DarkRed,Clothing,Dresses,"198,31",20240117,0,1,NULL,2025-08-27 16:36:00,NULL
127,127,Meet Red,Clothing,T-Shirts,"232,29",20250209,0,1,NULL,2025-08-27 16:36:00,NULL
128,128,Dark Orange,Home Goods,Kitchenware,"137,95",20240819,0,1,NULL,2025-08-27 16:36:00,NULL
129,129,Lose RoyalBlue,Electronics,Cameras,"163,11",20240927,0,1,NULL,2025-08-27 16:36:00,NULL
130,130,Court LightPink,Home Goods,Bedding,"245,74",20250417,0,1,NULL,2025-08-27 16:36:00,NULL
131,131,Day MediumSpringGreen,Books,Children's,"284,64",20240118,0,1,NULL,2025-08-27 16:36:00,NULL
132,132,Allow LightPink,Books,Fiction,"144,98",20231024,0,1,NULL,2025-08-27 16:36:00,NULL
133,133,His OldLace,Books,Children's,"403,22",20231127,0,1,NULL,2025-08-27 16:36:00,NULL
134,134,Those Snow,Home Goods,Decor,"134,48",20240926,0,1,NULL,2025-08-27 16:36:00,NULL
135,135,Spend MediumPurple,Electronics,Cameras,"402,71",20250213,0,1,NULL,2025-08-27 16:36:00,NULL
136,136,In LightGoldenRodYellow,Health & Beauty,Haircare,"288,51",20240123,0,1,NULL,2025-08-27 16:36:00,NULL
137,137,Realize DarkRed,Clothing,Jackets,"449,74",20250204,0,1,NULL,2025-08-27 16:36:00,NULL
138,138,Couple SlateGray,Health & Beauty,Supplements,"52,41",20231209,0,1,NULL,2025-08-27 16:36:00,NULL
139,139,Ok WhiteSmoke,Books,Academic,"79,47",20240219,0,1,NULL,2025-08-27 16:36:00,NULL
140,140,Staff Sienna,Health & Beauty,Makeup,"441,62",20240420,0,1,NULL,2025-08-27 16:36:00,NULL
141,141,Ten RosyBrown,Sports Equipment,Outdoor,"390,40",20250506,0,1,NULL,2025-08-27 16:36:00,NULL
142,142,Democrat PapayaWhip,Health & Beauty,Skincare,"476,86",20240808,0,1,NULL,2025-08-27 16:36:00,NULL
143,143,Push Plum,Clothing,Shoes,"8,68",20240423,0,1,NULL,2025-08-27 16:36:00,NULL
144,144,Suffer WhiteSmoke,Electronics,Headphones,"222,90",20231025,0,1,NULL,2025-08-27 16:36:00,NULL
145,145,Hit MediumBlue,Books,Children's,"391,88",20250307,0,1,NULL,2025-08-27 16:36:00,NULL
146,146,Kid Green,Health & Beauty,Makeup,"326,74",20250102,0,1,NULL,2025-08-27 16:36:00,NULL
147,147,Heavy Aquamarine,Home Goods,Decor,"446,10",20250214,1,1,NULL,2025-08-27 16:36:00,NULL
148,148,Rest DarkSlateGray,Toys & Games,Board Games,"114,94",20240509,0,1,NULL,2025-08-27 16:36:00,NULL
149,149,Make DarkGray,Books,Children's,"378,35",20250507,0,1,NULL,2025-08-27 16:36:00,NULL
150,150,Energy DimGray,Books,Non-Fiction,"473,38",20241103,0,1,NULL,2025-08-27 16:36:00,NULL
151,151,Realize DarkSlateGray,Books,Academic,"310,92",20250226,0,1,NULL,2025-08-27 16:36:00,NULL
152,152,Student PaleGreen,Toys & Games,Puzzles,"248,52",20230910,0,1,NULL,2025-08-27 16:36:00,NULL
153,153,Exactly SandyBrown,Home Goods,Decor,"468,28",20241227,0,1,NULL,2025-08-27 16:36:00,NULL
154,154,Site MediumPurple,Toys & Games,Puzzles,"305,94",20240610,0,1,NULL,2025-08-27 16:36:00,NULL
155,155,Really PaleGreen,Clothing,Jackets,"168,50",20231215,0,1,NULL,2025-08-27 16:36:00,NULL
156,156,All MediumPurple,Electronics,Headphones,"417,48",20250222,1,1,NULL,2025-08-27 16:36:00,NULL
157,157,Entire Aquamarine,Clothing,Jackets,"406,14",20241022,0,1,NULL,2025-08-27 16:36:00,NULL
158,158,Daughter BlanchedAlmond,Clothing,Jeans,"301,51",20241111,0,1,NULL,2025-08-27 16:36:00,NULL
159,159,Decade LightYellow,Home Goods,Kitchenware,"461,96",20250429,0,1,NULL,2025-08-27 16:36:00,NULL
160,160,Other Lavender,Sports Equipment,Team Sports,"96,90",20240928,0,1,NULL,2025-08-27 16:36:00,NULL
161,161,Doctor DarkTurquoise,Health & Beauty,Supplements,"202,15",20231223,1,1,NULL,2025-08-27 16:36:00,NULL
162,162,Region MediumSlateBlue,Toys & Games,Board Games,"190,58",20231123,0,1,NULL,2025-08-27 16:36:00,NULL
163,163,Job SaddleBrown,Health & Beauty,Haircare,"139,95",20250121,0,1,NULL,2025-08-27 16:36:00,NULL
164,164,His RosyBrown,Clothing,Jeans,"93,94",20250118,0,1,NULL,2025-08-27 16:36:00,NULL
165,165,Wall Orchid,Clothing,Shoes,"169,63",20241231,0,1,NULL,2025-08-27 16:36:00,NULL
166,166,Partner LawnGreen,Home Goods,Appliances,"399,15",20240905,0,1,NULL,2025-08-27 16:36:00,NULL
167,167,They Brown,Electronics,Laptops,"177,17",20250227,0,1,NULL,2025-08-27 16:36:00,NULL
168,168,Sell Thistle,Home Goods,Bedding,"64,46",20250210,0,1,NULL,2025-08-27 16:36:00,NULL
169,169,Son DarkSlateGray,Home Goods,Appliances,"8,61",20250503,0,1,NULL,2025-08-27 16:36:00,NULL
170,170,Often HotPink,Sports Equipment,Fitness,"103,71",20240122,0,1,NULL,2025-08-27 16:36:00,NULL
171,171,Bank LemonChiffon,Clothing,Dresses,"243,50",20241028,0,1,NULL,2025-08-27 16:36:00,NULL
172,172,Leader FloralWhite,Clothing,Dresses,"24,52",20231223,0,1,NULL,2025-08-27 16:36:00,NULL
173,173,Worry RoyalBlue,Books,Academic,"299,15",20240320,0,1,NULL,2025-08-27 16:36:00,NULL
174,174,Property Chocolate,Books,Non-Fiction,"265,14",20240918,0,1,NULL,2025-08-27 16:36:00,NULL
175,175,Ever Maroon,Health & Beauty,Skincare,"250,64",20240923,0,1,NULL,2025-08-27 16:36:00,NULL
176,176,Evening BurlyWood,Electronics,Smartphones,"158,61",20240105,0,1,NULL,2025-08-27 16:36:00,NULL
177,177,Rather WhiteSmoke,Health & Beauty,Skincare,"157,06",20240909,1,1,NULL,2025-08-27 16:36:00,NULL
178,178,Believe DodgerBlue,Clothing,Dresses,"40,94",20241014,0,1,NULL,2025-08-27 16:36:00,NULL
179,179,Point DarkSeaGreen,Health & Beauty,Makeup,"207,98",20231028,0,1,NULL,2025-08-27 16:36:00,NULL
180,180,Simple Purple,Clothing,T-Shirts,"205,06",20240803,0,1,NULL,2025-08-27 16:36:00,NULL
181,181,Their Moccasin,Books,Academic,"299,75",20250323,0,1,NULL,2025-08-27 16:36:00,NULL
182,182,Woman Chartreuse,Electronics,Cameras,"130,27",20241125,0,1,NULL,2025-08-27 16:36:00,NULL
183,183,Tree Gray,Toys & Games,Dolls,"63,40",20250202,0,1,NULL,2025-08-27 16:36:00,NULL
184,184,Push MintCream,Health & Beauty,Supplements,"369,45",20250419,0,1,NULL,2025-08-27 16:36:00,NULL
185,185,Culture Khaki,Sports Equipment,Outdoor,"97,18",20240419,0,1,NULL,2025-08-27 16:36:00,NULL
186,186,History MediumAquaMarine,Clothing,Jackets,"115,97",20250507,0,1,NULL,2025-08-27 16:36:00,NULL
187,187,Pretty DarkSlateGray,Health & Beauty,Skincare,"145,78",20240321,0,1,NULL,2025-08-27 16:36:00,NULL
188,188,People Lime,Books,Academic,"6,94",20230924,0,1,NULL,2025-08-27 16:36:00,NULL
189,189,Policy SkyBlue,Electronics,Cameras,"383,69",20230922,0,1,NULL,2025-08-27 16:36:00,NULL
190,190,Big PaleGoldenRod,Home Goods,Kitchenware,"103,71",20240504,0,1,NULL,2025-08-27 16:36:00,NULL
191,191,Trip OliveDrab,Books,Non-Fiction,"320,14",20240405,0,1,NULL,2025-08-27 16:36:00,NULL
192,192,Pull MistyRose,Toys & Games,Action Figures,"31,93",20241225,0,1,NULL,2025-08-27 16:36:00,NULL
193,193,Trouble Moccasin,Health & Beauty,Haircare,"342,23",20240420,0,1,NULL,2025-08-27 16:36:00,NULL
194,194,Law IndianRed,Clothing,T-Shirts,"140,26",20231220,0,1,NULL,2025-08-27 16:36:00,NULL
195,195,Cause MediumPurple,Health & Beauty,Skincare,"154,90",20240713,0,1,NULL,2025-08-27 16:36:00,NULL
196,196,Turn DarkSlateBlue,Clothing,Shoes,"30,86",20231003,0,1,NULL,2025-08-27 16:36:00,NULL
197,197,Mother PaleTurquoise,Toys & Games,Dolls,"89,01",20240602,0,1,NULL,2025-08-27 16:36:00,NULL
198,198,Black OldLace,Home Goods,Appliances,"84,58",20241005,0,1,NULL,2025-08-27 16:36:00,NULL
199,199,Could Orange,Books,Non-Fiction,"31,14",20250504,0,1,NULL,2025-08-27 16:36:00,NULL
200,200,Election FloralWhite,Electronics,Tablets,"96,82",20241216,0,1,NULL,2025-08-27 16:36:00,NULL
201,201,Set LightSteelBlue,Home Goods,Appliances,"111,81",20250131,0,1,NULL,2025-08-27 16:36:00,NULL
202,202,Turn LightSlateGray,Clothing,Jackets,"417,92",20241217,0,1,NULL,2025-08-27 16:36:00,NULL
203,203,Newspaper DarkBlue,Clothing,T-Shirts,"221,80",20240119,1,1,NULL,2025-08-27 16:36:00,NULL
204,204,When DeepSkyBlue,Electronics,Cameras,"404,05",20240907,1,1,NULL,2025-08-27 16:36:00,NULL
205,205,Number DarkKhaki,Health & Beauty,Makeup,"232,78",20241005,0,1,NULL,2025-08-27 16:36:00,NULL
206,206,New DarkKhaki,Home Goods,Furniture,"45,73",20240106,1,1,NULL,2025-08-27 16:36:00,NULL
207,207,Design MidnightBlue,Sports Equipment,Water Sports,"306,88",20240503,1,1,NULL,2025-08-27 16:36:00,NULL
208,208,Staff LightCyan,Clothing,Jeans,"311,45",20230929,0,1,NULL,2025-08-27 16:36:00,NULL
209,209,Traditional Cornsilk,Sports Equipment,Outdoor,"394,81",20240614,0,1,NULL,2025-08-27 16:36:00,NULL
210,210,Loss DeepPink,Clothing,Shoes,"33,03",20241015,0,1,NULL,2025-08-27 16:36:00,NULL
211,211,Each LightGray,Electronics,Cameras,"338,33",20230911,0,1,NULL,2025-08-27 16:36:00,NULL
212,212,Start LightSlateGray,Books,Fiction,"449,63",20240929,0,1,NULL,2025-08-27 16:36:00,NULL
213,213,Up Olive,Toys & Games,Dolls,"341,67",20240809,0,1,NULL,2025-08-27 16:36:00,NULL
214,214,Piece RosyBrown,Toys & Games,Dolls,"256,91",20250118,0,1,NULL,2025-08-27 16:36:00,NULL
215,215,Stand Yellow,Toys & Games,Action Figures,"330,95",20230901,0,1,NULL,2025-08-27 16:36:00,NULL
216,216,One LightBlue,Sports Equipment,Team Sports,"235,87",20240430,0,1,NULL,2025-08-27 16:36:00,NULL
217,217,Know SkyBlue,Electronics,Tablets,"366,22",20240203,0,1,NULL,2025-08-27 16:36:00,NULL
218,218,Cup BurlyWood,Health & Beauty,Skincare,"123,97",20250212,0,1,NULL,2025-08-27 16:36:00,NULL
219,219,Control SaddleBrown,Toys & Games,Puzzles,"272,77",20240515,0,1,NULL,2025-08-27 16:36:00,NULL
220,220,Over Azure,Books,Children's,"131,33",20250204,1,1,NULL,2025-08-27 16:36:00,NULL
221,221,Environment Silver,Clothing,Dresses,"291,56",20240718,0,1,NULL,2025-08-27 16:36:00,NULL
222,222,While Linen,Home Goods,Kitchenware,"430,77",20240509,0,1,NULL,2025-08-27 16:36:00,NULL
223,223,Building Cyan,Electronics,Smartphones,"41,23",20231013,0,1,NULL,2025-08-27 16:36:00,NULL
224,224,System NavajoWhite,Electronics,Cameras,"338,72",20231130,0,1,NULL,2025-08-27 16:36:00,NULL
225,225,Read Purple,Health & Beauty,Supplements,"380,60",20240527,0,1,NULL,2025-08-27 16:36:00,NULL
226,226,Store PeachPuff,Sports Equipment,Fitness,"108,03",20250508,0,1,NULL,2025-08-27 16:36:00,NULL
227,227,Talk RosyBrown,Electronics,Tablets,"343,73",20231014,0,1,NULL,2025-08-27 16:36:00,NULL
228,228,Stuff RosyBrown,Toys & Games,Board Games,"163,42",20240227,0,1,NULL,2025-08-27 16:36:00,NULL
229,229,Bill LimeGreen,Health & Beauty,Haircare,"231,42",20240506,0,1,NULL,2025-08-27 16:36:00,NULL
230,230,Much MediumPurple,Books,Non-Fiction,"451,02",20240721,0,1,NULL,2025-08-27 16:36:00,NULL
231,231,Language SteelBlue,Electronics,Cameras,"349,72",20240328,0,1,NULL,2025-08-27 16:36:00,NULL
232,232,Poor DarkBlue,Clothing,Jackets,"136,03",20241109,0,1,NULL,2025-08-27 16:36:00,NULL
233,233,Ever Teal,Books,Academic,"482,38",20240306,0,1,NULL,2025-08-27 16:36:00,NULL
234,234,College HoneyDew,Electronics,Laptops,"490,12",20240605,0,1,NULL,2025-08-27 16:36:00,NULL
235,235,Allow WhiteSmoke,Electronics,Tablets,"230,50",20250309,0,1,NULL,2025-08-27 16:36:00,NULL
